range,column,x_start,x_end,y_start,y_end
3,11,6.732805975003276,10.233638700006484,8.047900898694648,9.57834005695059
3,12,6.731140763581702,10.23196349325132,6.517804036382453,8.048243105965671
3,13,6.729475554488166,10.230298281378117,4.987707173486941,6.518146241970667
3,14,6.727810342135649,10.228633070885216,3.457610311300642,4.988049379801154
3,15,6.726145054954116,10.226967860860285,1.9275234618009538,3.4579525170986822
3,16,6.7244798458542245,10.22530265130468,0.39742659971117517,1.9278556539303948
4,1,10.733508277867019,14.234341079559767,23.34925572898488,24.879684874369563
4,2,10.731843067833916,14.232675870931022,21.81915886735672,23.349588011545393
4,3,10.730177856885303,14.23100066185962,20.289062003974408,21.819491059599468
4,4,10.72851264686037,14.229335452764722,18.758965141406225,20.28939419697253
4,5,10.726847435436072,14.227670241349049,17.228868279362608,18.75929733378746
4,6,10.725182224480651,14.226004952771328,15.698771416853177,17.229210484476614
4,7,10.723517015852813,14.224339742275705,14.168674553831767,15.69911362264702
4,8,10.721851803501657,14.222674531318466,12.638577691515376,14.169016760343219
4,9,10.7201865939338,14.221009321759686,11.108480829891413,12.638919897510654
4,10,10.718521383449977,14.219344111730669,9.578383966513298,11.108823035412481
4,11,10.71685617295163,14.21767889938269,8.048287104948086,9.578726172689027
4,12,10.715180964818886,14.216013690281892,6.5181901518690974,8.048629310733537
4,13,10.713515754793045,14.214348479791715,4.9880932893680585,6.5185324481611575
4,14,10.711850544297421,14.212683270233843,3.45799642747132,4.988435585194304
4,15,10.71018533381496,14.211008062103822,1.9278995638917729,3.4583386317837883
4,16,10.708520122853184,14.2093428511425,0.39780270225521974,1.9282417700800907
5,1,14.717558473963471,18.21838127893461,23.349641934281507,24.880070990309434
5,2,14.7158932639281,18.216716070303143,21.819545072921926,23.349974127820985
5,3,14.714218055319671,18.21505086028048,20.289448121315917,21.819877264849932
5,4,14.71255284669592,18.213385648858907,18.759351257757356,20.289780402537737
5,5,14.710887636672803,18.211710440722985,17.22925439492059,18.75968344986581
5,6,14.70922242478553,18.210045230229632,15.699157532738491,17.2295865876963
5,7,14.707557215690178,18.208379943047643,14.169060670044411,15.69949973819661
5,8,14.705892003336754,18.206714732088138,12.638963808063743,14.169402876157191
5,9,14.704226794240494,18.205049522062296,11.108866945503951,12.639306013660349
5,10,14.702561582359575,18.203384311110504,9.57877008244897,11.109209150680906
5,11,14.700896371867582,18.201719099689385,8.048673220078026,9.579112288301566
5,12,14.6992311627745,18.20005388966536,6.518576357186709,8.049015425536146
5,13,14.697565952281145,18.198388680566833,4.988479495017196,6.518918563312079
5,14,14.695900742257122,18.19672346914798,3.4583826323189206,4.988821700597017
5,15,14.6942255341153,18.195058258188926,1.928285680377191,3.458724838561793
5,16,14.692560323159878,18.193393047233506,0.3981888178677593,1.9286279761195058
6,1,18.70159867566681,22.20242147970428,23.35002804963806,24.8804571061276
6,2,18.69993346562871,22.2007562706053,21.819931188618394,23.35036024404202
6,3,18.698268254210316,22.199091059185996,20.289834325903335,21.82026338132696
6,4,18.696603041855983,22.19742584777123,18.759737463922665,20.290166518141884
6,5,18.69492783698086,22.195760638209723,17.229640510398845,18.76006965564924
6,6,18.69326262509041,22.194095426784067,15.699543648552464,17.2299727938742
6,7,18.69159741413408,22.192430216292074,14.169446786110177,15.699875931503254
6,8,18.689932205050074,22.190755010480107,12.6393499220816,14.169778978848115
6,9,18.688266993617606,22.18908972190057,11.109253061112295,12.639692129810046
6,10,18.68660178405837,22.187424512340428,9.579156198414019,11.10959526711177
6,11,18.68493657356411,22.18575930139045,8.049059336311652,9.579498403930891
6,12,18.68327136260869,22.18409409136461,6.51896247380222,8.049401541362709
6,13,18.681606153516967,22.182428880868986,4.988865610705274,6.5193046795289185
6,14,18.679940940692397,22.18076366898262,3.4587687494589976,4.989207817145383
6,15,18.67827573160794,22.179098459424296,1.9286718854220282,3.4591109543170147
6,16,18.6766105206507,22.17743324800181,0.39857502318117455,1.9290140920719645
7,1,22.685638954054237,26.18646168047486,23.350404152933283,24.880843221882824
7,2,22.68397366640065,26.184796469988314,21.820317304235132,23.35074635890758
7,3,22.682308453585158,26.183131260425448,20.290220441843204,21.82064949661217
7,4,22.680643244026378,26.181466048077922,18.76012357901064,20.290552633754423
7,5,22.678978034927848,26.17980084037331,17.230026716790768,18.76045577161009
7,6,22.677312822579417,26.17813562756009,15.699929854067312,17.230358908957978
7,7,22.675647613014736,26.176470417065374,14.169832992044679,15.700262046922754
7,8,22.673972404876547,26.174805206584274,12.639736039637134,14.170165183208917
7,9,22.67230719299563,26.17313999794736,11.109639176649297,12.640068321391913
7,10,22.67064198482804,26.17146471172117,9.579542314299333,11.109981382313048
7,11,22.668976772946216,26.169799499365023,8.049445451311497,9.579884520596762
7,12,22.66731156338335,26.16813428981033,6.519348589083233,8.049787657227041
7,13,22.6656463519645,26.166469080715885,4.989251726305223,6.519690794537158
7,14,22.66398114239982,26.164803868362004,3.4591548642783927,4.989593932485148
7,15,22.662315932839224,26.16313865973099,1.9290580017186025,3.459497069933751
7,16,22.66065072142355,26.161473448770575,0.3989611386678181,1.92940020802862
8,1,26.669679153415917,30.170501879851518,23.350790270417477,24.881229337554114
8,2,26.668013943865763,30.16883667029183,21.820693406577742,23.35113247492718
8,3,26.666348731976672,30.167171458867077,20.29059654460127,21.82103561295071
8,4,26.664683444328986,30.165506249306482,18.76050969516453,20.290938750386722
8,5,26.663018233842894,30.163841037889902,17.23041283205919,18.760841887403082
8,6,26.66135302242132,30.162175829257524,15.700315969679853,17.230745025053118
8,7,26.659687813319163,30.160510616910003,14.17021910799294,15.700648162195375
8,8,26.658022603299674,30.158845407346682,12.640122244619024,14.17055129996711
8,9,26.65635739281086,30.157180196383088,11.110025381912354,12.640454438464845
8,10,26.654682184203793,30.15551498729228,9.57992842997482,11.110357575300755
8,11,26.65301697371407,30.153849776801646,8.04983156740244,9.580260712799717
8,12,26.65135176369277,30.152184487298882,6.519734704364247,8.050173862880374
8,13,26.649686552745518,30.1505092810194,4.989637840713359,6.520076910552564
8,14,26.6480213427047,30.14884406913667,3.4595409801595105,4.989980047699017
8,15,26.646356132211796,30.14717885910901,1.9294441179270498,3.4598831854665564
8,16,26.6446909207934,30.14551364861974,0.3993472552119879,1.9297863227640841
9,1,30.653719353735777,34.154552078735804,23.3511763843556,24.88161554301441
9,2,30.652054144174272,34.152886867779024,21.821079521925903,23.351518680643462
9,3,30.650388933676833,34.15121166010789,20.290982660293544,21.821421728034483
9,4,30.648723723658254,34.1495464491502,18.76088579685248,20.29132486579363
9,5,30.64705843414369,34.14788123912527,17.230798948477464,18.761228003158305
9,6,30.645393224578555,34.14621602956059,15.700702086450635,17.23113114113567
9,7,30.64372801409791,34.14455081860517,14.17060522267385,15.70103427856329
9,8,30.64206280267225,34.14288560811862,12.640508360831667,14.170937415588043
9,9,30.640397593110293,34.14122039668797,11.110411498469114,12.64084055435016
9,10,30.63873238308763,34.139555187148254,9.580314635498063,11.110743689100392
9,11,30.637067171200812,34.13788997711061,8.050217773248816,9.580646828076533
9,12,30.6354019611668,34.13622476615701,6.520120911759142,8.050549965369864
9,13,30.633726752570173,34.134559477576104,4.990023958541666,6.520463116461888
9,14,30.6320615430005,34.132894267085476,3.459927097186281,4.9903662538895075
9,15,30.630396331593904,34.13122905844946,1.9298302328639476,3.460269392005359
9,16,30.6287311220324,34.12955384845983,0.39973337050139446,1.9301724385780572
10,1,34.6377695516864,38.13859227857862,23.35156259034046,24.88200165855561
10,2,34.63610434212172,38.13692706901348,21.821465728317825,23.35190479652878
10,3,34.63442913352782,38.13526185759327,20.291368774764628,21.821807934019343
10,4,34.63276392442656,38.133596648026774,18.761271912876282,20.291711072193948
10,5,34.63109871300544,38.131931436614735,17.231175050496944,18.761614208610204
10,6,34.62943342349224,38.13025622847019,15.701088201920491,17.231517257075538
10,7,34.62776821347366,38.12859101891595,14.17099133847943,15.701420393705817
10,8,34.62610300297486,38.12692580935671,12.640894476981362,14.171323530940397
10,9,34.62443779249058,38.12526059746717,11.110797613670393,12.641226668959728
10,10,34.62277258246474,38.123595387442236,9.58070075110221,11.111129806391546
10,11,34.62110737196957,38.12193017694616,8.050603889201275,9.581032944557755
10,12,34.619442162407616,38.1202649664637,6.5205070267799705,8.050936080982405
10,13,34.61777695099058,38.118599754572344,4.99041016393062,6.52083921927451
10,14,34.61611174003334,38.11693446785197,3.4603133016226213,4.990752370181886
10,15,34.61444652954452,38.11526925643357,1.9302164388488081,3.4606555074668233
10,16,34.61277132140316,38.113604045939304,0.4001194869112752,1.9305586453644552
11,1,38.62180975198946,42.12263247981671,23.35194870642301,24.882387773912157
11,2,38.62014454057197,42.12096726931973,21.821851843582053,23.35229091221266
11,3,38.61847933193823,42.119302058361576,20.291754981362182,21.822194050043144
11,4,38.61681411959026,42.117636848336645,18.761658118638728,20.292097187407816
11,5,38.61514890956033,42.11597163691326,17.231561256607698,18.762000325297056
11,6,38.613473702352174,42.11430642688696,15.701464304208548,17.231903462796016
11,7,38.611808491400836,42.11264121733045,14.171367441094816,15.701806599762019
11,8,38.610143204217486,42.11097600498883,12.641280591800758,14.17170973623283
11,9,38.60847799418575,42.10930079777341,11.111183730038308,12.641612784710754
11,10,38.606812782298476,42.10763558635093,9.581086867789061,11.111515922465703
11,11,38.60514757273924,42.10597037818561,8.050990005090785,9.581419059780018
11,12,38.60348236178972,42.10430516583264,6.520893141779816,8.051322197660863
11,13,38.60181715129954,42.10263995534201,4.990796279207436,6.521225335159824
11,14,38.60015194080437,42.10097474671508,3.4606994172393573,4.991128472067074
11,15,38.598486730312835,42.09930953529396,1.9306025548684111,3.4610316096205906
11,16,38.596821519826285,42.09764424671987,0.4005056918973609,1.930944759843931
12,1,42.605849951363396,46.10667267825743,23.35233482243422,24.882773890447936
12,2,42.60418474226759,46.105007470090754,21.822237959941575,23.352677027896537
12,3,42.602519529921885,46.10334225866555,20.29214109681945,21.82258016605855
12,4,42.60085431943035,46.10167704770877,18.762044234448503,20.292483303683408
12,5,42.599189109863396,46.100011838150444,17.23194737269025,18.762386440850843
12,6,42.597523897976124,46.098346625788395,15.701850510512346,17.232289579877342
12,7,42.595858689810804,46.096681416712556,14.171753647759514,15.702192714766062
12,8,42.59419347840557,46.095016206683084,12.641656783365839,14.172095852735033
12,9,42.592518193566946,46.09335099572766,11.111569845172443,12.641998990158458
12,10,42.5908529830804,46.091685784767705,9.581472982062907,11.111902128257523
12,11,42.589187772115,46.090010577557734,8.051376120896366,9.581805176055608
12,12,42.58752256116275,46.08834536754415,6.521279257925316,8.051708311947298
12,13,42.58585735206467,46.08668015611213,4.991182395701248,6.521611450915046
12,14,42.58419214111107,46.08501494561424,3.461085532923238,4.991514589349833
12,15,42.582526931082505,46.08334973605909,1.930988670757922,3.461417726114402
12,16,42.580861719197955,46.08168452464841,0.40089180817295256,1.9313208623921723
13,1,46.589890151212565,50.09072287713537,23.352720937169686,24.883160096713965
13,2,46.58822494210496,50.0890476703979,21.822624076158416,23.35306314344613
13,3,46.58655972975652,50.08738245989956,20.29252721337201,21.822966281948062
13,4,46.584894520201374,50.08571724708997,18.76243035013658,20.292869418754595
13,5,46.58322930924595,50.084052038923744,17.232333487627148,18.7627725562032
13,6,46.58156410014516,50.082386827498084,15.702236625738804,17.232675694361017
13,7,46.579898888723584,50.08072161793613,14.172139763359464,15.702578831998462
13,8,46.57823367823658,50.079056406053844,12.642042900384217,14.17248196907777
13,9,46.57656846820847,50.0773911950957,11.111946038155953,12.642385106971206
13,10,46.57490318009781,50.075725984142544,9.581859188513583,11.112288244201588
13,11,46.573227972421236,50.074060775051734,8.051762236580247,9.582191380970354
13,12,46.57156276146627,50.072395563167184,6.521665373936526,8.052094518385385
13,13,46.569897551445415,50.07073035406593,4.991568510835383,6.521997656497039
13,14,46.56823234188346,50.06905514499726,3.461471648405685,4.99190070421539
13,15,46.56656713045735,50.06738993636896,1.931374786697791,3.461803841324074
13,16,46.56490191950011,50.06572472494648,0.40127792432264825,1.931706979079024
14,1,50.57394035008596,54.07476307651611,23.353107143977066,24.883546211852295
14,2,50.572265142881434,54.07309786509045,21.823010191103705,23.353449350010113
14,3,50.57059993099553,54.071432656922866,20.29291332865722,21.82335248766015
14,4,50.56893472050761,54.069757448786945,18.762816465816265,20.29325553491688
14,5,50.567269510479505,54.06809223782971,17.232719603583803,18.763158672676028
14,6,50.56560430045548,54.066427028269565,15.702622740881331,17.233061809981947
14,7,50.56393908995214,54.06476181732005,14.172525879991761,15.702964946733927
14,8,50.5622738790067,54.06309660682941,12.642429016206583,14.172868084228691
14,9,50.560608667116256,54.06143139634287,11.1123321543644,12.6427712211863
14,10,50.558943458484784,54.059766185841795,9.582235291875952,11.112674359961007
14,11,50.55727824799688,54.058100976283924,8.052138428967849,9.582577497128442
14,12,50.555612958953006,54.056435763002284,6.522051579787097,8.052480634866606
14,13,50.55394774799985,54.05477055437263,4.991954717009087,6.5223837721095785
14,14,50.55227254125241,54.05310534294878,3.4618577650883404,4.992286910065962
14,15,50.55060733169272,54.05144013338819,1.9317609024572093,3.4621900475061715
14,16,50.54894212027704,54.04976492525499,0.4016640392721358,1.9320930944943266
15,1,54.55798055039175,58.05880335536924,23.353493259723894,24.883922314946084
15,2,54.55631533943769,58.05713806632855,21.823396397013028,23.353835465362465
15,3,54.55465012894342,58.055472856299076,20.293299534977805,21.823738603398585
15,4,54.55297491987611,58.053807646273235,18.763202582566063,20.2936417408304
15,5,54.551309711249175,58.0521424348571,17.233105719473315,18.76354487778381
15,6,54.54964449889847,58.05047722575949,15.703008857085582,17.233448015425456
15,7,54.54797928934015,58.04880201715968,14.172911994185872,15.703351062677992
15,8,54.54631407977728,58.04713680713112,12.642815131957608,14.173254200445532
15,9,54.5446488678941,58.04547159478314,11.112718269171205,12.643157337722077
15,10,54.54298365786508,58.04380638568279,9.58262140707723,11.113060475699443
15,11,54.54131844783924,58.04214117519307,8.052524544513243,9.582963613135457
15,12,54.53965323734452,58.04047596517132,6.522427682545165,8.052866750030116
15,13,54.53798794830201,58.03881075607415,4.992340833230124,6.5227698876717595
15,14,54.536322737349764,58.03714554371845,3.4622439702506806,4.992673025955472
15,15,54.534657526857316,58.03548033416421,1.9321471080140233,3.4625761625186073
15,16,54.532982320115316,58.033815123666315,0.40205015535049043,1.9324793009533952
16,1,58.542020749768405,62.042843554286556,23.35387937539938,24.884308429945932
16,2,58.54035553881207,62.04117834518939,21.823782513024238,23.354211567587573
16,3,58.53869032878896,62.03951313515674,20.293685650187477,21.82411470589227
16,4,58.53702511829651,62.03784784611241,18.763588787883677,20.294027856778662
16,5,58.53535990780724,62.03618263562314,17.233491925177006,18.763930994139137
16,6,58.53369469777822,62.03451742653233,15.703395063083033,17.2338341309079
16,7,58.53201949010482,62.0328522137182,14.173298110679685,15.703737268318736
16,8,58.53035428008398,62.031187005081286,12.643201247574344,14.173640406501733
16,9,58.528689069591984,62.02951179694219,11.113104385203398,12.643543454228478
16,10,58.52702385863112,62.02784658645428,9.583007523436754,11.11344659138752
16,11,58.5253586476825,62.02618137503225,8.052910659987297,9.583349729079522
16,12,58.5236934376494,62.024516165007775,6.522813798426283,8.053252866377049
16,13,58.522028226708954,62.022850954987376,4.9927169339696595,6.523156003204566
16,14,58.520363016210155,62.02118574309375,3.4626200725387366,4.993059141761052
16,15,58.51869772669922,62.01952053353724,1.9325332236223665,3.46296227865991
16,16,58.51703251667247,62.0178553239662,0.4024363611968652,1.9328654175101545
17,1,62.52606095054035,66.02688375598444,23.35426549101612,24.88469454597393
17,2,62.524395739116045,66.02521854409535,21.8241686289725,23.35459768399326
17,3,62.522730530020695,66.02355333546389,20.294071766345567,21.824500821437663
17,4,62.52106531906936,66.02188812544259,18.76397490329898,20.29440395839947
17,5,62.519400106718656,66.0202228350048,17.233878040911247,18.76431710914318
17,6,62.517734897616954,66.01855762591126,15.703781179161387,17.234220246314813
17,7,62.516069687597465,66.0168924144797,14.173684315791666,15.704123385278363
17,8,62.5144044757052,66.01522720492001,12.643587454213865,14.17402652251714
17,9,62.51272926943162,66.01356199350525,11.113490501080319,12.643929659332066
17,10,62.511064057082734,66.01189678254983,9.58339363849535,11.11383279675549
17,11,62.509398848446274,66.01023157298378,8.053296776611202,9.583735934930093
17,12,62.50773363749085,66.00855636438897,6.523199914105967,8.053638981448236
17,13,62.50606842839777,66.00689115528681,4.993103051143309,6.523542119761324
17,14,62.504403216975284,66.0052259457235,3.4630061889654034,4.99344525753306
17,15,62.502738006951716,66.00356073291073,1.932909326128642,3.4633483947382646
17,16,62.501072716977355,66.00189552382037,0.4028224770737863,1.933251531507029
18,1,66.51010114991882,70.01093395161202,23.35465160641883,24.885080751803518
18,2,66.50843593942183,70.00926874157983,21.824554744723525,23.354983890108212
18,3,66.50677072846415,70.00759353344753,20.29445788248267,21.824886936966273
18,4,66.50510551983403,70.00592832435309,18.76436101979279,20.294790074272196
18,5,66.50344030795493,70.00426311386745,17.234264156536376,18.76469321102837
18,6,66.5017750979291,70.0025978234224,15.704167294035337,17.23460636277505
18,7,66.50010988789872,70.00093261524165,14.17407043207565,15.7045095021037
18,8,66.49844467648713,69.99926740476828,12.64397356848771,14.17441263731975
18,9,66.49677946691972,69.9976021938065,11.113876706796601,12.644315775683195
18,10,66.49511425596248,69.99593698284835,9.5837798444928,11.114218913446539
18,11,66.49344904640324,69.99427177189474,8.05368298172738,9.584122050735672
18,12,66.49177383826142,69.99260656373352,6.523586029856991,8.054025187512831
18,13,66.49010862730691,69.99094135183942,4.993489167213271,6.523928326203607
18,14,66.48844341681175,69.98927614228292,3.463392305312336,4.993831463039516
18,15,66.4867782068036,69.98760093415335,1.9332954404612395,3.4637345096206076
18,16,66.48511299536841,69.98593572319112,0.40319857989899854,1.9336376479211064
19,1,70.4941513473915,73.99497415191645,23.355037814082305,24.88546686768883
19,2,70.492476141122,73.99330894235585,21.824940860482943,23.355370005191986
19,3,70.49081092970586,73.99164373092066,20.29484399743216,21.825273144558405
19,4,70.48914571921432,73.98997852044774,18.76474713499407,20.295176279774452
19,5,70.48748050825255,73.98830331462624,17.234650273357516,18.76507932832372
19,6,70.48581529869831,73.98663810367762,15.704553409924847,17.234982464945606
19,7,70.48415008588555,73.98497289319788,14.174456547201393,15.704885601030334
19,8,70.48248487632085,73.98330760366879,12.644359685107418,14.174798754468219
19,9,70.4808196672255,73.9816423955121,11.114262822547627,12.644701890708221
19,10,70.47915445533596,73.97997718315641,9.584165960634103,11.114605028924789
19,11,70.47748924577401,73.9783119731301,8.054069098204405,9.584508166490895
19,12,70.47582403482176,73.9766467626422,6.523972235292106,8.054411303582793
19,13,70.4741588252589,73.9749815526141,4.993875372996698,6.524314441417476
19,14,70.47249361338524,73.97331634212527,3.46377850900589,4.994217578647859
19,15,70.47081840569913,73.97165112977186,1.9336815582140103,3.464120716600046
19,16,70.46915319660378,73.96998592114083,0.4035846956542202,1.9340238539773078
20,1,74.47819154817478,77.97901435222178,23.35542392822186,24.885852983502804
20,2,74.47652633814667,77.97734914172842,21.8253270659894,23.355756121400436
20,3,74.47486112812264,77.97568393309832,20.295230203219784,21.82565925864341
20,4,74.47319591577784,77.97401872213926,18.765133340030513,20.29556239667533
20,5,74.47152070810489,77.97235351025381,17.235036387627165,18.7654655341617
20,6,74.46985549946844,77.97068830116208,15.704939525743017,17.235368671064755
20,7,74.46819028758297,77.96902308974006,14.174842663292337,15.70527180875256
20,8,74.46652507662982,77.96734788114026,12.644745800451378,14.175174856005096
20,9,74.46485986706696,77.96568259395464,11.114648938223114,12.645088006908274
20,10,74.46319465610382,77.96401738393061,9.584552076653706,11.114991144205803
20,11,74.46152944468042,77.96235217296248,8.054455214547142,9.584894283312035
20,12,74.45986423512981,77.96068696248139,6.524358350707409,8.054797419598199
20,13,74.45819902602857,77.95902175245963,4.994261488819064,6.524700556560004
20,14,74.45653381460744,77.95735654288814,3.464164626443921,4.994603695338908
20,15,74.45486860504957,77.9556913314711,1.9340677635442118,3.4645068324266086
20,16,74.45320339455712,77.95402612190779,0.40397090124041,1.9344099701983446
21,1,78.46223182749134,81.96305455299282,23.35580003152548,24.88623909919088
21,2,78.46056661607565,81.96138934248721,21.82570316840755,23.356142238565692
21,3,78.45890132935665,81.95972413108424,20.295616319180635,21.82604537390344
21,4,78.4572361156152,81.95805892244641,18.765519456247354,20.295948512220725
21,5,78.45557090744626,81.95639371056777,17.235422594098825,18.765851648834218
21,6,78.4539056964922,81.95472850192859,15.705325731320814,17.235754787352935
21,7,78.45224048646318,81.9530632914434,14.175228869289787,15.70565792410911
21,8,78.45056527693062,81.95139808095277,12.645131916806704,14.175561061603876
21,9,78.44890006737411,81.94973286952711,11.115035053772706,12.645464199765888
21,10,78.44723485688212,81.94805766186188,9.58493819140176,11.115367246355373
21,11,78.44556964592078,81.94639237374305,8.054841329698062,9.585280397787315
21,12,78.44390443543742,81.94472716278536,6.524744466252804,8.055183535546462
21,13,78.44223922493907,81.94306195183175,4.994647604687592,6.525086672835596
21,14,78.44057401584917,81.9413967418109,3.4645507413934085,4.994989809663112
21,15,78.43890880442942,81.93973153225076,1.9344538788168322,3.4648929470403735
21,16,78.43724359347898,81.9380663208251,0.4043570156359553,1.9347960851981905
22,1,82.44627202640729,85.94709475329951,23.356186146655418,24.886625214870563
22,2,82.44460681638326,85.94542954327457,21.826089283952943,23.35652835216809
22,3,82.44294160542375,85.94376433324464,20.295992421913525,21.82643149020421
22,4,82.44127631731219,85.94209912228922,18.765905572405444,20.296334627694776
22,5,82.43961110728135,85.94043391039878,17.23580871058424,18.76623776585679
22,6,82.43794589678936,85.9387687008459,15.705711848213296,17.23614090235278
22,7,82.4362806863019,85.93710349127804,14.175614985305193,15.706044040661673
22,8,82.43461547580856,85.93543828032942,12.645518123068536,14.175947177279363
22,9,82.43295026346057,85.93377307123407,11.115421260345082,12.645850314652428
22,10,82.431275057187,85.93210785981023,9.585324307282878,11.11575345260881
22,11,82.42960984716206,85.93044265164355,8.055227444651747,9.58565659012456
22,12,82.42794463526253,85.92877735980821,6.525130583946823,8.055569741258546
22,13,82.42627942710493,85.92710215400214,4.995033720321114,6.5254727878648175
22,14,82.42461421661747,85.92543694303991,3.464936857413012,4.995375926228264
22,15,82.42294900565979,85.92377172929348,1.9348399951763546,3.465279063966428
22,16,82.42128379517142,85.92210652111909,0.40474313240254123,1.9351822024221985
23,1,86.43031222810382,89.93114495170084,23.356572262889042,24.88701142260538
23,2,86.42864701714748,89.92947974028836,21.8264754005139,23.35691455908878
23,3,86.42698180712391,89.9278045335468,20.29637853767714,21.826817606425248
23,4,86.42531659570143,89.92613932306253,18.766281675432086,20.296720743047132
23,5,86.42365130619685,89.92447411257325,17.236194825781325,18.766623880407607
23,6,86.42198609523689,89.92280890161375,15.706097963809048,17.236527018439528
23,7,86.42032088520288,89.92114369112267,14.176001102382322,15.706430155934294
23,8,86.41865567658458,89.91947847970654,12.645904238148116,14.176333292950654
23,9,86.41699046470774,89.91781326967934,11.115807374623124,12.646236430583905
23,10,86.41532525467555,89.91614805965622,9.585710512864871,11.11613956775134
23,11,86.41366004371785,89.91448284916287,8.055613650695358,9.586042705514682
23,12,86.41199483322904,89.91281763867359,6.5255167879215445,8.055945842879355
23,13,86.41031962648205,89.91115235148706,4.995419835925261,6.525858993916822
23,14,86.40865441552663,89.9094871405321,3.465322973415829,4.995762131340246
23,15,86.40698920550533,89.90781193239845,1.935226110314686,3.465665178391349
23,16,86.40532399361986,89.90614672189693,0.4051292478682022,1.935568317237397
24,1,90.41436242325616,93.91518515248323,23.356958470057325,24.887397536816277
24,2,90.4126972132453,93.913519941068,21.826861605613292,23.3573006736354
24,3,90.41102200602715,93.91185473104171,20.296764654418546,21.827203811201507
24,4,90.40935679601493,93.91018952054563,18.766667790238895,20.297106949367716
24,5,90.40769158645207,93.9085243095884,17.236570927880535,18.767010087126863
24,6,90.40602637595553,93.90684910191727,15.706474066185232,17.236913134391987
24,7,90.40436108598163,93.9051838909682,14.176387217063231,15.706816271076821
24,8,90.40269587688672,93.90351868000506,12.646290354369153,14.176719409574558
24,9,90.40103066686679,93.90185347044945,11.116193491129524,12.646622546339126
24,10,90.39936545405175,93.90018826088841,9.586096628603306,11.116525683909428
24,11,90.39770024448616,93.8985230494623,8.055999766714962,9.586428822067244
24,12,90.3960350325998,93.89685783897076,6.525902904331425,8.056331959700495
24,13,90.3943698239715,93.89519262801761,4.995806041440109,6.52623509685534
24,14,90.39270461393431,93.89352741845383,3.465709180353302,4.996138234765562
24,15,90.3910294048779,93.89186212848401,1.9356122265273297,3.466051385039261
